期号,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2,后区出球顺序1,后区出球顺序2,前区出球顺序1,前区出球顺序2,前区出球顺序3,前区出球顺序4,前区出球顺序5,奖池余额,本期销量,一等奖注数,一等奖单注奖金,二等奖注数,二等奖单注奖金
16025,2016-03-05,03,06,13,23,24,07,10,23,24,06,13,03,07,10,2414488420,189993749,7,6817484,107,60565
16024,2016-03-02,01,02,11,15,18,04,08,02,15,11,01,18,08,04,2434908381,175020852,3,10000000,31,293421
16023,2016-02-29,04,09,14,25,27,06,11,04,14,09,25,27,06,11,2423340376,172348704,3,9980529,37,244498
16022,2016-02-27,04,18,21,30,35,02,11,18,21,30,04,35,11,02,2418520496,189772716,5,8322614,53,171287
16021,2016-02-24,01,04,09,10,35,09,11,09,35,01,04,10,11,09,2423302041,172707771,3,10000000,21,432296
16020,2016-02-22,01,16,22,29,30,02,09,22,16,29,01,30,02,09,2413910892,171343959,3,10000000,45,169545
16019,2016-02-20,04,11,15,20,26,08,09,26,20,15,11,04,09,08,2404067663,190202047,4,8500974,111,64495
16018,2016-02-17,05,10,13,27,33,08,11,33,13,27,05,10,11,08,2406571046,168872599,9,6595943,81,75696
16017,2016-02-15,11,18,24,28,29,05,10,29,28,24,18,11,05,10,2435071508,164715457,1,10000000,32,203318
16016,2016-02-06,03,10,22,29,32,02,05,22,03,32,10,29,05,02,2412371190,219513959,0,0,110,97760
16015,2016-02-03,01,04,10,13,30,03,09,30,13,01,04,10,09,03,2358276843,175834905,1,10000000,50,126080
16014,2016-02-01,06,08,21,24,27,02,10,06,21,24,08,27,10,02,2336966940,167498517,1,10000000,37,218384
16013,2016-01-30,03,21,23,31,35,02,11,03,21,23,31,35,11,02,2308385677,196083786,4,9581482,40,246681
16012,2016-01-27,05,07,11,23,28,03,12,23,05,28,07,11,03,12,2304563180,174347733,3,9927745,68,120953
16011,2016-01-25,02,08,10,15,23,05,10,15,10,08,02,23,05,10,2299985144,165598768,4,8455618,48,152113
16010,2016-01-23,12,13,15,16,28,02,05,13,28,15,12,16,02,05,2302754070,186070936,6,7946166,32,274772
16009,2016-01-20,05,08,10,17,20,02,12,05,20,17,08,10,12,02,2311006265,176511721,2,10000000,55,127973
16008,2016-01-18,05,12,31,34,35,04,05,35,12,05,31,34,05,04,2298400864,178354713,3,8861198,76,84999
16007,2016-01-16,02,05,14,32,35,01,03,32,05,02,35,14,03,01,2298709549,202035521,0,0,39,303989
16006,2016-01-13,14,16,17,22,24,02,09,16,17,14,22,24,02,09,2247031342,180497252,3,9007208,31,298056
16005,2016-01-11,06,09,12,15,20,08,11,09,06,20,15,12,11,08,2246550937,169105644,6,6921443,123,43518
16004,2016-01-09,10,20,23,32,35,09,10,10,23,20,32,35,09,10,2264943524,191871662,1,10000000,41,221591
16003,2016-01-06,04,12,17,22,26,06,07,04,12,22,17,26,07,06,2227670567,175147656,3,8789527,59,126551
16002,2016-01-04,07,12,18,25,35,07,09,07,12,25,35,18,09,07,2228413817,173986996,2,10000000,91,76006
16001,2016-01-02,01,07,19,20,30,05,10,07,30,20,19,01,05,10,2210663926,191171493,0,0,83,90901
15153,2015-12-30,01,07,22,27,33,02,11,27,01,22,07,33,02,11,2174681996,177341413,3,9835181,52,183393
15152,2015-12-28,04,05,22,29,35,02,11,35,05,22,29,04,02,11,2169835751,173577818,1,10000000,34,270382
15151,2015-12-26,15,16,18,30,35,01,07,16,30,35,15,18,01,07,2137475851,197782412,2,10000000,45,194264
15150,2015-12-23,04,13,18,25,33,03,07,33,18,13,04,25,07,03,2118309429,175439825,4,8586173,58,120005
15149,2015-12-21,04,06,10,12,28,02,08,06,28,10,04,12,08,02,2120052540,172292839,1,10000000,41,191574
15148,2015-12-19,08,11,27,31,33,08,09,33,11,08,27,31,08,09,2090620190,186856040,3,8288276,36,207954
15147,2015-12-16,01,02,13,18,19,08,10,01,13,02,19,18,08,10,2094531807,167621529,0,0,149,39141
15146,2015-12-14,04,15,19,27,31,04,11,19,31,15,27,04,04,11,2058880835,168450253,8,7328084,62,137282
15145,2015-12-12,06,07,20,29,32,11,12,20,32,07,29,06,12,11,2075176701,186825762,0,0,60,143786
15144,2015-12-09,01,09,24,26,29,06,11,09,29,24,01,26,11,06,2031681187,164903129,6,7225565,53,142351
15143,2015-12-07,09,20,31,33,35,10,11,20,35,33,31,09,11,10,2047286906,170425278,0,0,38,219379
15142,2015-12-05,12,14,22,26,30,03,06,12,26,22,30,14,03,06,2006518972,178123661,1,10000000,35,236599
15141,2015-12-02,02,04,15,19,31,02,03,04,19,02,31,15,02,03,1982691329,169075319,2,10000000,37,214588
15140,2015-11-30,01,11,15,26,35,06,11,01,15,11,35,26,06,11,1964244295,166263824,2,10000000,40,203372
15139,2015-11-28,02,03,05,25,32,05,07,05,02,03,32,25,05,07,1947298377,183764171,3,9633388,55,170653
15138,2015-11-25,01,16,20,29,32,04,07,01,29,32,20,16,04,07,1943530802,165225737,1,10000000,19,458746
15137,2015-11-23,14,17,21,23,26,08,11,23,17,26,14,21,08,11,1912625918,163579669,6,6668934,163,33527
15136,2015-11-21,05,20,23,29,32,02,10,20,29,05,23,32,10,02,1931606870,183355072,0,0,29,313506
15135,2015-11-18,05,16,20,25,29,06,08,16,25,05,20,29,08,06,1885887140,169937109,3,8326096,55,103016
15134,2015-11-16,01,02,06,15,35,04,07,35,01,02,15,06,04,07,1888647564,166723168,1,10000000,44,166325
15133,2015-11-14,03,07,08,25,30,04,08,25,07,03,08,30,04,08,1864412215,183154237,2,10000000,65,107549
15132,2015-11-11,03,08,14,18,27,01,05,03,08,18,14,27,05,01,1847218046,167451867,4,7217938,73,77107
15131,2015-11-09,11,17,19,20,27,02,03,19,17,27,11,20,02,03,1859845621,165318307,1,10000000,34,258876
15130,2015-11-07,17,25,31,32,34,02,12,31,17,32,34,25,02,12,1829288227,180690724,0,0,42,224534
15129,2015-11-04,01,06,23,25,29,03,09,01,29,25,06,23,03,09,1787749312,168098239,0,0,47,162217
15128,2015-11-02,10,12,23,30,32,03,04,30,32,23,12,10,04,03,1745843042,163647991,0,0,58,140554
15127,2015-10-31,09,11,14,19,30,03,08,09,19,11,30,14,08,03,1707307787,177658247,2,10000000,51,150417
15126,2015-10-28,04,05,08,09,21,03,06,05,21,04,09,08,03,06,1688575292,167281836,2,10000000,39,193674
15125,2015-10-26,02,03,15,17,28,08,10,02,28,17,03,15,10,08,1676808840,161220270,0,0,66,103509
15124,2015-10-24,04,06,12,31,32,03,06,06,04,12,31,32,06,03,1644462021,178740598,1,10000000,46,183164
15123,2015-10-21,04,15,27,29,30,02,10,04,29,30,27,15,10,02,1617571033,162261394,2,10000000,29,279909
15122,2015-10-19,11,13,15,26,35,06,11,11,26,35,15,13,06,11,1598150469,163688001,1,10000000,36,222914
15121,2015-10-17,02,04,17,27,28,04,06,04,28,27,17,02,04,06,1574025843,183528820,1,10000000,65,124178
15120,2015-10-14,01,09,15,24,32,05,10,09,24,15,32,01,05,10,1542943366,163693770,12,5286036,146,15000
15119,2015-10-12,01,08,12,16,21,06,11,21,12,08,01,16,06,11,1612482645,161118237,2,10000000,73,99442
15118,2015-10-10,03,07,20,24,31,04,09,31,20,07,24,03,04,09,1598506448,179404233,1,10000000,35,234588
15117,2015-10-07,06,17,20,30,33,10,11,20,06,33,30,17,11,10,1571949674,150716634,1,10000000,27,282630
15116,2015-10-05,07,10,19,24,33,03,07,10,33,19,07,24,07,03,1546620811,140096862,1,10000000,107,57318
15115,2015-10-03,08,12,13,14,16,03,09,12,14,08,16,13,03,09,1524904832,156838517,2,10000000,51,132995
15114,2015-09-30,09,18,24,31,34,02,10,31,24,09,34,18,02,10,1512320825,153812339,2,10000000,30,287412
15113,2015-09-28,01,14,21,29,33,02,10,01,14,21,29,33,10,02,1491364543,155983901,1,10000000,55,133177
15112,2015-09-26,04,05,15,19,28,04,11,19,15,05,28,04,11,04,1466183380,173737414,12,6132899,72,83506
15111,2015-09-23,07,08,16,24,28,03,10,16,24,07,08,28,10,03,1508880896,155902332,1,10000000,42,145692
15110,2015-09-21,02,07,10,22,30,07,11,02,10,07,30,22,07,11,1495014019,156934105,3,8796319,78,91163
15109,2015-09-19,01,06,11,22,31,03,12,01,06,31,22,11,12,03,1495720964,175266499,1,10000000,29,292108
15108,2015-09-16,01,13,16,26,31,07,12,26,16,13,31,01,07,12,1462391575,161998296,1,10000000,32,250464
15107,2015-09-14,03,23,25,28,29,06,07,23,28,03,25,29,07,06,1433360911,156081037,2,9681100,72,74257
15106,2015-09-12,02,11,13,22,30,02,03,13,02,11,22,30,03,02,1430870722,177777720,3,10000000,77,109179
15105,2015-09-09,08,09,15,21,27,05,09,15,21,08,27,09,09,05,1420929062,158749270,8,6255530,79,76255
15104,2015-09-07,16,19,25,30,34,04,09,19,34,30,25,16,04,09,1456310407,160775788,4,9165291,33,233023
15103,2015-09-05,07,09,15,25,34,04,10,15,34,09,07,25,10,04,1455105281,171173990,4,8219715,45,144777
15102,2015-09-02,11,14,15,33,34,03,12,33,15,11,34,14,03,12,1459255310,162086829,3,10000000,42,198786
15101,2015-08-31,06,12,17,18,32,07,12,32,06,17,18,12,12,07,1449994950,158243139,2,10000000,60,113139
15100,2015-08-29,09,15,18,23,32,05,07,09,15,23,32,18,05,07,1439790281,178385394,0,0,66,119913
15099,2015-08-26,09,12,14,22,25,05,10,25,22,09,14,12,10,05,1401717848,163494555,1,10000000,60,118781
15098,2015-08-24,09,14,21,27,33,06,09,14,33,27,09,21,06,09,1376083288,158809204,5,7392129,123,44562
15097,2015-08-22,04,16,17,26,27,01,04,26,17,16,04,27,01,04,1385860648,177707072,11,5995473,295,20461
15096,2015-08-19,03,09,12,18,21,02,06,03,12,21,09,18,02,06,1435883288,160650698,4,8099057,76,82721
15095,2015-08-17,08,14,26,34,35,05,10,14,35,34,26,08,05,10,1440739717,154621807,2,10000000,51,95306
15094,2015-08-15,02,03,10,11,29,03,07,11,29,03,02,10,03,07,1435245222,173594229,5,7249018,57,141399
15093,2015-08-12,16,17,25,26,27,02,04,25,26,27,16,17,04,02,1451063553,156928961,3,8805364,95,53680
15092,2015-08-10,02,14,21,27,34,05,08,34,27,02,21,14,08,05,1451533975,152197701,2,10000000,41,169675
15091,2015-08-08,02,07,28,29,30,03,07,07,30,28,02,29,07,03,1443881668,169440511,12,5702251,91,60709
15090,2015-08-05,06,09,11,17,21,06,08,21,11,09,06,17,06,08,1512866237,155099232,4,8039435,76,84924
15089,2015-08-03,05,12,18,20,27,10,12,18,27,20,05,12,12,10,1518071721,150454358,0,0,59,127971
15088,2015-08-01,05,15,28,31,34,11,12,15,31,28,05,34,11,12,1483412687,169930972,2,10000000,24,381203
15087,2015-07-29,02,05,15,17,22,01,11,02,22,05,15,17,01,11,1470621295,155740439,2,10000000,29,261627
15086,2015-07-27,05,09,11,15,32,04,09,32,11,09,15,05,09,04,1464467336,150984971,2,9941256,51,90748
15085,2015-07-25,02,03,04,06,16,03,12,03,06,16,02,04,12,03,1461889590,170011903,1,10000000,43,211670
15084,2015-07-22,10,20,21,32,34,06,07,20,32,21,34,10,07,06,1426556903,156104489,2,10000000,56,112914
15083,2015-07-20,14,16,19,25,29,10,12,19,29,16,25,14,10,12,1413999921,155306617,1,10000000,28,283125
15082,2015-07-18,08,15,28,31,33,03,06,28,08,33,31,15,03,06,1386721781,171399172,0,0,73,95920
15081,2015-07-15,03,04,10,13,17,05,09,04,17,03,10,13,09,05,1354908004,156405464,3,9998951,28,258864
15080,2015-07-13,14,20,29,30,32,03,08,20,32,30,29,14,03,08,1350821094,153920898,19,5197889,107,18135
15079,2015-07-11,01,09,17,23,24,04,05,09,01,24,23,17,04,05,1449582407,171422165,2,10000000,43,185287
15078,2015-07-08,19,24,26,28,33,01,02,28,19,33,24,26,01,02,1439120707,161483265,1,10000000,31,288085
15077,2015-07-06,01,16,17,22,28,02,09,16,28,22,01,17,02,09,1410707518,157870045,3,9859169,68,83173
15076,2015-07-04,03,19,21,31,34,05,12,19,03,21,34,31,12,05,1407154321,177379432,3,10000000,35,249391
15075,2015-07-01,13,14,26,27,33,10,12,14,27,13,33,26,10,12,1400549959,160238358,1,10000000,28,277900
15074,2015-06-29,01,12,21,27,33,04,09,21,01,12,33,27,09,04,1369791223,160608454,0,0,26,309662
15073,2015-06-27,09,26,27,30,34,01,06,09,27,26,34,30,06,01,1328502863,179205990,4,8771668,43,186288
15072,2015-06-24,19,20,21,31,33,09,10,33,20,21,19,31,09,10,1329421453,171587332,18,5501180,255,21892
15071,2015-06-22,04,06,13,16,34,04,10,04,06,13,16,34,04,10,1431495361,163767077,2,10000000,58,125216
15070,2015-06-20,03,09,12,17,18,04,12,03,09,12,17,18,04,12,1414660916,182602893,1,10000000,56,162612
15069,2015-06-17,02,09,11,22,25,01,07,02,25,11,22,09,01,07,1381432966,169115808,7,6772403,120,50393
15068,2015-06-15,02,03,20,31,35,04,08,02,35,20,31,03,08,04,1402288984,169586611,3,10000000,27,348239
15067,2015-06-13,04,10,18,24,27,04,11,18,04,27,24,10,04,11,1393017834,188803797,7,7405864,87,100741
15066,2015-06-10,01,03,07,13,29,02,10,03,01,29,07,13,10,02,1407746553,174501895,1,10000000,35,277368
15065,2015-06-08,04,05,07,13,35,08,11,04,05,07,35,13,11,08,1371749617,168372417,2,10000000,48,160379
15064,2015-06-06,02,08,20,28,31,07,10,02,20,31,08,28,07,10,1358857647,186654146,3,9677929,64,129013
15063,2015-06-03,01,04,06,34,35,02,04,06,01,35,04,34,04,02,1355424220,173199270,0,0,40,260988
15062,2015-06-01,06,07,13,14,15,01,04,15,14,07,06,13,01,04,1309316213,167993435,1,10000000,62,156532
15061,2015-05-30,06,07,08,16,22,02,10,16,06,08,22,07,10,02,1275356607,188282124,5,8020321,66,118278
15060,2015-05-27,16,24,25,26,33,04,11,24,25,26,33,16,11,04,1281829945,177925335,7,7205019,64,114390
15059,2015-05-25,07,09,19,23,32,01,03,09,19,23,07,32,03,01,1297185227,171661517,1,10000000,69,101924
15058,2015-05-23,10,14,20,27,30,07,12,27,20,10,14,30,12,07,1272415378,191940346,1,10000000,33,261318
15057,2015-05-20,01,05,07,14,26,04,06,26,14,05,01,07,06,04,1239297755,178811732,0,0,39,180771
15056,2015-05-18,06,12,19,26,35,03,10,19,35,26,12,06,03,10,1203143440,175035185,5,8023380,45,198149
15055,2015-05-16,06,11,14,20,30,05,10,20,14,30,06,11,05,10,1210286220,193677838,9,6232010,90,64180
15054,2015-05-13,02,09,15,24,34,03,09,09,34,15,24,02,03,09,1245292482,184055388,7,6893459,100,83843
15053,2015-05-11,08,25,28,29,32,04,07,29,25,32,08,28,04,07,1268085740,172582965,3,9529078,65,121164
15052,2015-05-09,13,19,24,27,29,07,08,13,24,19,27,29,07,08,1265334320,196811203,1,10000000,78,121149
15051,2015-05-06,01,02,11,16,21,01,05,21,11,01,02,16,01,05,1237114602,185896288,2,10000000,88,96353
15050,2015-05-04,06,07,10,20,28,02,07,06,28,07,20,10,07,02,1214317771,161208064,3,8749315,232,19526
15049,2015-05-02,08,09,11,15,22,08,10,22,15,09,11,08,08,10,1215002201,167521507,2,10000000,45,173163
15048,2015-04-29,10,11,22,24,33,02,09,11,22,10,33,24,09,02,1201607522,160313095,4,7786959,42,168906
15047,2015-04-27,01,02,17,23,31,05,12,31,02,23,17,01,12,05,1209162913,161867018,2,10000000,80,90656
15046,2015-04-25,05,07,10,22,26,04,10,05,26,22,10,07,04,10,1197238200,176335782,9,6089599,146,38854
15045,2015-04-22,08,09,22,29,30,08,12,08,22,30,09,29,12,08,1236261155,163552645,3,8781839,197,29586
15044,2015-04-20,16,18,27,31,33,01,03,31,16,27,18,33,01,03,1236933448,160136919,0,0,63,126723
15043,2015-04-18,02,20,22,25,29,02,07,29,22,02,20,25,02,07,1201450734,179164202,2,10000000,38,221391
15042,2015-04-15,03,07,12,17,24,02,11,12,24,17,07,03,02,11,1178648370,160724766,5,7367374,74,83501
15041,2015-04-13,01,11,21,23,28,01,10,21,28,23,01,11,01,10,1189775444,157324325,21,5397755,149,42414
15040,2015-04-11,02,09,10,23,35,09,12,02,10,23,35,09,12,09,1338069698,174893028,1,10000000,55,146158
15039,2015-04-08,03,06,07,16,25,01,06,07,03,06,25,16,01,06,1310555606,156374573,0,0,46,168727
15038,2015-04-06,12,19,22,31,35,07,08,35,12,22,19,31,08,07,1275685338,144104641,2,10000000,65,119378
15037,2015-04-04,10,16,21,28,31,07,08,21,16,31,10,28,08,07,1266667677,166837072,2,10000000,74,102228
15036,2015-04-01,14,18,20,23,24,04,08,23,24,20,14,18,04,08,1251569256,154432386,1,10000000,32,209153
15035,2015-03-30,22,24,29,30,35,01,10,35,30,24,22,29,10,01,1230022010,158651414,2,10000000,88,79623
15034,2015-03-28,04,08,15,18,26,05,09,15,08,18,26,04,09,05,1218836194,177041373,5,7831863,73,99655
15033,2015-03-25,03,17,22,26,28,03,07,22,28,26,03,17,07,03,1226652726,157398348,0,0,44,145171
15032,2015-03-23,06,21,25,27,30,07,11,30,25,27,21,06,11,07,1196045799,154307257,2,10000000,62,100026
15031,2015-03-21,07,21,29,32,33,04,12,33,32,29,21,07,04,12,1185204347,174951434,3,10000000,60,132219
15030,2015-03-18,09,18,19,26,31,02,05,19,26,31,18,09,02,05,1177191244,155910978,1,10000000,76,81195
15029,2015-03-16,07,10,19,30,35,03,05,30,07,10,19,35,03,05,1156201713,156821118,0,0,74,84674
15028,2015-03-14,03,09,28,32,33,09,10,28,32,09,33,03,10,09,1125436730,168916049,4,7727358,107,55009
15027,2015-03-11,05,21,22,25,28,03,10,28,22,21,25,05,10,03,1132469279,152329023,1,10000000,48,144395
15026,2015-03-09,11,13,14,15,22,02,08,13,14,11,15,22,08,02,1108175348,148668212,6,6864076,37,161249
15025,2015-03-07,07,10,20,22,27,10,11,07,10,22,27,20,11,10,1127093621,165356211,2,10000000,57,125572
15024,2015-03-04,02,06,08,16,34,03,04,08,16,34,02,06,04,03,1110363550,145281488,0,0,26,273733
15023,2015-03-02,06,09,11,12,22,03,11,11,06,22,09,12,11,03,1075234387,145197189,1,10000000,83,71350
15022,2015-02-28,09,11,14,15,26,11,12,09,11,14,15,26,12,11,1052353522,175842569,0,0,33,257531
15021,2015-02-25,22,23,24,26,31,05,06,26,31,23,24,22,05,06,1011148456,154390777,0,0,43,157272
15020,2015-02-16,11,26,28,29,32,01,04,28,11,29,26,32,04,01,975106845,179938437,21,5865102,49,180170
15019,2015-02-14,02,08,16,22,24,01,03,24,08,22,02,16,01,03,1056985003,202001607,1,10000000,49,254839
15018,2015-02-11,04,07,10,23,31,03,07,10,07,04,31,23,07,03,1013044052,183587012,1,10000000,113,82211
15017,2015-02-09,07,13,16,17,29,01,07,29,17,16,13,07,01,07,980636543,178974941,1,10000000,75,116974
15016,2015-02-07,06,07,16,20,34,09,11,16,07,06,20,34,09,11,949403008,208262620,0,0,164,49292
15015,2015-02-04,01,05,13,17,32,04,11,32,13,05,01,17,04,11,901055602,181763862,8,5905475,79,46370
15014,2015-02-02,08,16,25,29,35,03,10,16,08,35,25,29,03,10,934144755,181227543,3,10000000,50,175328
15013,2015-01-31,11,15,25,28,35,07,10,28,35,25,15,11,07,10,922796421,197604688,0,0,40,226781
15012,2015-01-28,03,04,06,11,31,05,09,04,06,31,03,11,05,09,877629027,175210148,2,10000000,41,161425
15011,2015-01-26,04,13,22,25,30,01,06,30,25,13,22,04,06,01,867227273,181219178,16,6211643,186,42061
15010,2015-01-24,02,06,17,30,35,02,07,02,30,06,35,17,07,02,922553782,208415367,1,10000000,58,166880
15009,2015-01-21,17,22,26,27,33,06,10,17,22,26,27,33,10,06,885966276,188166127,0,0,55,158591
15008,2015-01-19,07,10,11,15,17,03,10,07,15,11,17,10,10,03,838917495,187348140,54,5350846,88,85830
15007,2015-01-17,02,07,08,14,31,04,08,31,02,07,08,14,04,08,1084804698,207134099,2,10000000,98,77735
15006,2015-01-14,06,08,30,32,33,03,07,06,33,08,32,30,03,07,1061791325,187375191,2,10000000,64,122162
15005,2015-01-12,11,14,15,18,19,07,08,19,14,11,18,15,07,08,1056022676,187061405,6,7975072,69,135230
15004,2015-01-10,03,12,14,18,28,05,06,14,28,12,03,18,05,06,1063303937,211045780,3,9644205,40,248150
15003,2015-01-07,12,19,27,28,34,01,12,34,28,19,27,12,01,12,1058932056,192816707,8,6794760,59,156326
15002,2015-01-05,03,14,20,26,32,06,10,20,32,03,14,26,06,10,1092064321,194417743,3,10000000,90,98741
15001,2015-01-03,08,09,19,27,30,06,07,27,08,19,09,30,07,06,1084864825,216525466,11,6208747,153,53300
14154,2014-12-31,05,12,17,23,28,02,09,17,12,05,23,28,09,02,1135404076,206102484,14,5913927,109,81189
14153,2014-12-29,01,08,13,24,32,05,10,08,24,01,32,13,05,10,1212140454,197278961,4,9037107,68,143133
14152,2014-12-27,05,12,18,24,33,01,05,12,05,18,24,33,05,01,1211422140,220548247,3,10000000,126,85285
14151,2014-12-24,03,08,26,31,32,08,12,31,03,26,08,32,12,08,1192625943,200426121,7,6987198,78,98775
14150,2014-12-22,19,21,30,33,35,05,07,35,21,19,30,33,07,05,1211404301,199620079,6,7050858,67,132908
14149,2014-12-20,02,13,19,26,35,01,05,02,35,13,19,26,01,05,1234346541,223525491,23,5849579,85,109364
14148,2014-12-17,03,09,10,11,20,07,09,20,03,10,11,09,07,09,1326828262,199263390,4,9318025,146,57656
14147,2014-12-15,05,09,14,26,34,02,09,26,34,14,05,09,02,09,1324845582,203455020,9,6543131,58,153503
14146,2014-12-13,02,16,23,24,28,10,11,16,02,23,24,28,10,11,1361277737,254595224,2,10000000,197,53974
14145,2014-12-10,15,19,22,24,26,10,11,15,24,19,22,26,10,11,1321185915,200399143,2,10000000,40,271725
14144,2014-12-08,01,21,24,25,35,04,11,24,35,01,21,25,04,11,1290463839,199169295,0,0,39,263431
14143,2014-12-06,01,11,14,18,25,06,10,14,11,25,18,01,10,06,1241070437,223887126,3,10000000,66,183630
14142,2014-12-03,18,21,25,28,30,04,06,18,25,21,28,30,04,06,1213685929,200197897,10,6504645,107,68621
14141,2014-12-01,04,17,20,26,29,05,08,17,29,26,20,04,05,08,1244535901,201721661,5,7942185,61,137838
14140,2014-11-29,01,19,20,25,34,07,12,25,34,19,20,01,12,07,1251566141,228862423,1,10000000,43,307985
14139,2014-11-26,03,05,07,15,34,01,10,05,15,03,07,34,10,01,1200995750,206237565,3,10000000,33,326240
14138,2014-11-24,01,07,29,32,34,09,12,01,29,32,07,34,09,12,1185612824,204150642,4,10000000,25,418179
14137,2014-11-22,02,11,16,22,34,02,05,34,22,02,11,16,05,02,1178643374,228889406,2,10000000,53,175018
14136,2014-11-19,04,18,20,34,35,07,11,34,04,20,35,18,11,07,1154305279,210035293,9,6580696,77,116563
14135,2014-11-17,20,26,28,30,35,09,12,28,26,20,35,30,12,09,1191956659,207091316,2,10000000,38,316405
14134,2014-11-15,02,05,07,11,32,09,12,32,07,05,02,11,12,09,1157903994,231332680,2,10000000,43,244459
14133,2014-11-12,02,08,12,14,18,04,12,14,12,02,08,18,04,12,1125548895,210539527,2,10000000,250,44271
14132,2014-11-10,01,03,04,19,32,01,07,32,01,19,04,03,01,07,1103993932,207042551,2,10000000,26,434759
14131,2014-11-08,03,16,19,23,27,03,07,16,23,27,19,03,03,07,1070373608,229525923,2,10000000,222,36617
14130,2014-11-05,02,18,31,32,33,05,07,32,18,31,02,33,07,05,1047946346,204087496,3,9832710,65,116010
14129,2014-11-03,07,22,28,30,32,05,06,28,07,32,22,30,05,06,1043803747,203647528,1,10000000,44,195460
14128,2014-11-01,02,04,16,22,34,08,11,22,02,16,04,34,08,11,1012105455,213457949,2,10000000,52,221454
14127,2014-10-29,02,04,06,15,19,02,11,06,15,19,04,02,11,02,980248197,191283997,3,10000000,28,394336
14126,2014-10-27,02,09,22,30,34,09,10,30,09,02,22,34,09,10,973284763,188290135,1,10000000,37,221647
14125,2014-10-25,12,15,19,23,31,04,10,23,15,19,31,12,04,10,941910615,209429406,2,10000000,114,77763
